Time, h;T brain, °C;T core, °C;T blood, °C;T skin, °C;T body, °C;T muscles, °C;T fat, °C;HR, beats/min;CO, l/h;SV, mL/stroke;Metabolism, kcal/h;Met. skin, kcal/h;Heat flow skin, kcal/h;Sk conduct, kcal/h;Radiation, kcal/h;Air conv, kcal/h;Water conv, kcal/h;Resp los, kcal/h;Balance, kcal/h;Req evap, kcal/h;Poss evap, kcal/h;Real evap, kcal/h;Dripping, g/h;Evap sw rate, g/h;WL, g;Wettedness;Sweat eff;BF skin, l/h;BF muscles, l/h;Shivering, kcal/h;Activity MET, kcal/h;
0,763;36,027;36,598;36,379;25,129;35,284;35,763;33,741;67,272;389,048;96,405;249,075;2,2;26,539;246,258;59,151;211,443;0;9;-40;9,48;596,963;9,48;0;16,344;28,815;0,03;1;2,516;105,111;172,275;76,8;
0,764;36,027;36,597;36,379;25,128;35,283;35,762;33,741;67,263;389,054;96,42;249,112;2,2;26,539;246,245;59,146;211,425;0;9;-39,941;9,48;596,907;9,48;0;16,344;28,832;0,03;1;2,516;105,117;172,312;76,8;
0,765;36,026;36,597;36,378;25,127;35,283;35,762;33,74;67,254;389,06;96,434;249,148;2,2;26,539;246,233;59,141;211,408;0;9;-39,882;9,48;596,851;9,48;0;16,344;28,848;0,03;1;2,516;105,123;172,348;76,8;
0,766;36,026;36,596;36,378;25,126;35,282;35,761;33,74;67,244;389,066;96,449;249,184;2,2;26,539;246,22;59,136;211,39;0;9;-39,824;9,48;596,796;9,48;0;16,344;28,864;0,03;1;2,516;105,129;172,384;76,8;
0,767;36,025;36,596;36,377;25,125;35,282;35,76;33,739;67,235;389,072;96,464;249,22;2,2;26,539;246,208;59,131;211,373;0;9;-39,765;9,48;596,74;9,48;0;16,344;28,881;0,03;1;2,516;105,135;172,42;76,8;
0,768;36,025;36,595;36,377;25,125;35,281;35,76;33,739;67,226;389,078;96,479;249,256;2,2;26,539;246,195;59,127;211,355;0;9;-39,707;9,48;596,685;9,48;0;16,344;28,897;0,03;1;2,516;105,141;172,456;76,8;
0,769;36,024;36,595;36,377;25,124;35,28;35,759;33,739;67,217;389,084;96,493;249,292;2,2;26,539;246,183;59,122;211,338;0;9;-39,648;9,48;596,629;9,48;0;16,344;28,914;0,03;1;2,516;105,147;172,492;76,8;
0,77;36,024;36,594;36,376;25,123;35,28;35,758;33,738;67,207;389,09;96,508;249,328;2,2;26,539;246,171;59,117;211,32;0;9;-39,59;9,48;596,574;9,48;0;16,344;28,93;0,03;1;2,516;105,153;172,528;76,8;
0,771;36,023;36,594;36,376;25,122;35,279;35,758;33,738;67,198;389,096;96,523;249,364;2,2;26,539;246,158;59,112;211,303;0;9;-39,532;9,48;596,519;9,48;0;16,344;28,946;0,03;1;2,516;105,159;172,564;76,8;
0,772;36,023;36,593;36,375;25,121;35,279;35,757;33,737;67,189;389,102;96,538;249,4;2,2;26,539;246,146;59,107;211,285;0;9;-39,473;9,48;596,464;9,48;0;16,344;28,963;0,03;1;2,516;105,165;172,6;76,8;
0,773;36,022;36,593;36,375;25,12;35,278;35,757;33,737;67,18;389,108;96,552;249,436;2,2;26,539;246,134;59,102;211,268;0;9;-39,415;9,48;596,409;9,48;0;16,344;28,979;0,03;1;2,516;105,171;172,636;76,8;
0,774;36,022;36,592;36,374;25,12;35,278;35,756;33,737;67,171;389,114;96,567;249,472;2,2;26,54;246,122;59,097;211,251;0;9;-39,357;9,48;596,355;9,48;0;16,344;28,995;0,03;1;2,516;105,177;172,672;76,8;
0,775;36,022;36,592;36,374;25,119;35,277;35,755;33,736;67,161;389,12;96,582;249,508;2,2;26,54;246,109;59,093;211,233;0;9;-39,299;9,48;596,3;9,48;0;16,344;29,012;0,03;1;2,516;105,183;172,708;76,8;
0,776;36,021;36,591;36,373;25,118;35,277;35,755;33,736;67,152;389,125;96,596;249,543;2,2;26,54;246,097;59,088;211,216;0;9;-39,242;9,48;596,245;9,48;0;16,344;29,028;0,03;1;2,516;105,189;172,743;76,8;
0,777;36,021;36,591;36,373;25,117;35,276;35,754;33,735;67,143;389,131;96,611;249,579;2,2;26,54;246,085;59,083;211,199;0;9;-39,184;9,48;596,191;9,48;0;16,344;29,044;0,03;1;2,516;105,195;172,779;76,8;
0,778;36,02;36,59;36,372;25,116;35,276;35,753;33,735;67,134;389,137;96,626;249,615;2,2;26,54;246,073;59,078;211,182;0;9;-39,126;9,48;596,137;9,48;0;16,344;29,061;0,03;1;2,516;105,201;172,815;76,8;
0,779;36,02;36,59;36,372;25,116;35,275;35,753;33,735;67,125;389,143;96,64;249,651;2,2;26,54;246,061;59,073;211,165;0;9;-39,068;9,48;596,083;9,48;0;16,344;29,077;0,03;1;2,516;105,207;172,851;76,8;
0,78;36,019;36,589;36,371;25,115;35,274;35,752;33,734;67,116;389,149;96,655;249,686;2,2;26,54;246,049;59,068;211,148;0;9;-39,011;9,48;596,029;9,48;0;16,344;29,093;0,03;1;2,516;105,213;172,886;76,8;
0,781;36,019;36,589;36,371;25,114;35,274;35,752;33,734;67,106;389,155;96,669;249,722;2,2;26,54;246,036;59,064;211,131;0;9;-38,953;9,48;595,975;9,48;0;16,344;29,11;0,03;1;2,516;105,219;172,922;76,8;
0,782;36,018;36,588;36,371;25,113;35,273;35,751;33,733;67,097;389,161;96,684;249,757;2,2;26,54;246,024;59,059;211,114;0;9;-38,896;9,48;595,921;9,48;0;16,344;29,126;0,03;1;2,516;105,225;172,957;76,8;
0,783;36,018;36,588;36,37;25,112;35,273;35,75;33,733;67,088;389,167;96,699;249,793;2,2;26,54;246,012;59,054;211,097;0;9;-38,839;9,48;595,867;9,48;0;16,344;29,142;0,03;1;2,516;105,231;172,993;76,8;
0,784;36,017;36,587;36,37;25,111;35,272;35,75;33,733;67,079;389,173;96,713;249,829;2,2;26,54;246;59,049;211,08;0;9;-38,781;9,48;595,814;9,48;0;16,344;29,159;0,03;1;2,516;105,237;173,029;76,8;
0,785;36,017;36,587;36,369;25,111;35,272;35,749;33,732;67,07;389,179;96,728;249,864;2,2;26,54;245,988;59,045;211,063;0;9;-38,724;9,48;595,76;9,48;0;16,344;29,175;0,03;1;2,516;105,243;173,064;76,8;
0,786;36,016;36,587;36,369;25,11;35,271;35,748;33,732;67,061;389,185;96,742;249,9;2,2;26,54;245,976;59,04;211,046;0;9;-38,667;9,48;595,707;9,48;0;16,344;29,191;0,03;1;2,516;105,249;173,1;76,8;
0,787;36,016;36,586;36,368;25,109;35,271;35,748;33,731;67,052;389,191;96,757;249,935;2,2;26,54;245,964;59,035;211,029;0;9;-38,61;9,48;595,654;9,48;0;16,344;29,208;0,03;1;2,516;105,254;173,135;76,8;
0,788;36,015;36,586;36,368;25,108;35,27;35,747;33,731;67,043;389,197;96,772;249,97;2,2;26,54;245,952;59,031;211,012;0;9;-38,553;9,48;595,601;9,48;0;16,344;29,224;0,03;1;2,516;105,26;173,17;76,8;
0,789;36,015;36,585;36,367;25,107;35,27;35,747;33,731;67,034;389,202;96,786;250,006;2,2;26,54;245,94;59,026;210,995;0;9;-38,496;9,48;595,548;9,48;0;16,344;29,24;0,03;1;2,516;105,266;173,206;76,8;
0,79;36,014;36,585;36,367;25,107;35,269;35,746;33,73;67,025;389,208;96,801;250,041;2,2;26,54;245,929;59,021;210,978;0;9;-38,44;9,48;595,495;9,48;0;16,344;29,257;0,03;1;2,516;105,272;173,241;76,8;
0,791;36,014;36,584;36,366;25,106;35,269;35,745;33,73;67,016;389,214;96,815;250,076;2,2;26,54;245,917;59,016;210,962;0;9;-38,383;9,48;595,442;9,48;0;16,344;29,273;0,03;1;2,516;105,278;173,276;76,8;
0,792;36,013;36,584;36,366;25,105;35,268;35,745;33,729;67,007;389,22;96,83;250,112;2,2;26,54;245,905;59,012;210,945;0;9;-38,326;9,48;595,389;9,48;0;16,344;29,289;0,03;1;2,516;105,284;173,312;76,8;
0,793;36,013;36,583;36,366;25,104;35,268;35,744;33,729;66,998;389,226;96,844;250,147;2,2;26,54;245,893;59,007;210,928;0;9;-38,27;9,48;595,337;9,48;0;16,344;29,306;0,03;1;2,516;105,29;173,347;76,8;
0,794;36,013;36,583;36,365;25,103;35,267;35,744;33,729;66,989;389,232;96,859;250,182;2,2;26,54;245,881;59,002;210,912;0;9;-38,213;9,48;595,284;9,48;0;16,344;29,322;0,03;1;2,516;105,296;173,382;76,8;
0,795;36,012;36,582;36,365;25,103;35,266;35,743;33,728;66,98;389,238;96,873;250,217;2,2;26,54;245,869;58,998;210,895;0;9;-38,157;9,48;595,232;9,48;0;16,344;29,338;0,03;1;2,516;105,301;173,417;76,8;
0,796;36,012;36,582;36,364;25,102;35,266;35,742;33,728;66,971;389,243;96,888;250,252;2,2;26,54;245,858;58,993;210,879;0;9;-38,1;9,48;595,18;9,48;0;16,344;29,355;0,03;1;2,516;105,307;173,452;76,8;
0,797;36,011;36,581;36,364;25,101;35,265;35,742;33,727;66,962;389,249;96,902;250,287;2,2;26,541;245,846;58,989;210,862;0;9;-38,044;9,48;595,128;9,48;0;16,344;29,371;0,03;1;2,516;105,313;173,487;76,8;
0,798;36,011;36,581;36,363;25,1;35,265;35,741;33,727;66,953;389,255;96,916;250,323;2,2;26,541;245,834;58,984;210,845;0;9;-37,988;9,48;595,076;9,48;0;16,344;29,388;0,03;1;2,516;105,319;173,523;76,8;
0,799;36,01;36,58;36,363;25,099;35,264;35,741;33,727;66,944;389,261;96,931;250,358;2,2;26,541;245,822;58,979;210,829;0;9;-37,932;9,48;595,024;9,48;0;16,344;29,404;0,03;1;2,516;105,325;173,558;76,8;
0,8;36,01;36,58;36,362;25,099;35,264;35,74;33,726;66,935;389,267;96,945;250,393;2,2;26,541;245,811;58,975;210,813;0;9;-37,876;9,48;594,972;9,48;0;16,344;29,42;0,03;1;2,516;105,331;173,593;76,8;
0,801;36,009;36,579;36,362;25,098;35,263;35,739;33,726;66,926;389,273;96,96;250,428;2,2;26,541;245,799;58,97;210,796;0;9;-37,82;9,48;594,92;9,48;0;16,344;29,437;0,03;1;2,516;105,336;173,628;76,8;
0,802;36,009;36,579;36,362;25,097;35,263;35,739;33,725;66,917;389,278;96,974;250,462;2,2;26,541;245,787;58,966;210,78;0;9;-37,764;9,48;594,869;9,48;0;16,344;29,453;0,03;1;2,516;105,342;173,662;76,8;
0,803;36,008;36,579;36,361;25,096;35,262;35,738;33,725;66,908;389,284;96,989;250,497;2,2;26,541;245,776;58,961;210,763;0;9;-37,708;9,48;594,817;9,48;0;16,344;29,469;0,03;1;2,516;105,348;173,697;76,8;
0,804;36,008;36,578;36,361;25,096;35,262;35,737;33,725;66,899;389,29;97,003;250,532;2,2;26,541;245,764;58,956;210,747;0;9;-37,652;9,48;594,766;9,48;0;16,344;29,486;0,03;1;2,516;105,354;173,732;76,8;
0,805;36,007;36,578;36,36;25,095;35,261;35,737;33,724;66,89;389,296;97,017;250,567;2,2;26,541;245,753;58,952;210,731;0;9;-37,597;9,48;594,715;9,48;0;16,344;29,502;0,03;1;2,516;105,36;173,767;76,8;
0,806;36,007;36,577;36,36;25,094;35,261;35,736;33,724;66,881;389,302;97,032;250,602;2,2;26,541;245,741;58,947;210,715;0;9;-37,541;9,48;594,663;9,48;0;16,344;29,518;0,03;1;2,516;105,365;173,802;76,8;
0,807;36,007;36,577;36,359;25,093;35,26;35,736;33,724;66,872;389,307;97,046;250,637;2,2;26,541;245,729;58,943;210,698;0;9;-37,486;9,48;594,612;9,48;0;16,344;29,535;0,03;1;2,516;105,371;173,837;76,8;
0,808;36,006;36,576;36,359;25,092;35,26;35,735;33,723;66,863;389,313;97,06;250,671;2,2;26,541;245,718;58,938;210,682;0;9;-37,43;9,48;594,561;9,48;0;16,344;29,551;0,03;1;2,516;105,377;173,871;76,8;
0,809;36,006;36,576;36,358;25,092;35,259;35,735;33,723;66,854;389,319;97,075;250,706;2,2;26,541;245,706;58,934;210,666;0;9;-37,375;9,48;594,511;9,48;0;16,344;29,567;0,03;1;2,516;105,383;173,906;76,8;
0,81;36,005;36,575;36,358;25,091;35,259;35,734;33,722;66,846;389,325;97,089;250,741;2,2;26,541;245,695;58,929;210,65;0;9;-37,32;9,48;594,46;9,48;0;16,344;29,584;0,03;1;2,516;105,389;173,941;76,8;
0,811;36,005;36,575;36,358;25,09;35,258;35,733;33,722;66,837;389,331;97,103;250,775;2,2;26,541;245,683;58,925;210,634;0;9;-37,264;9,48;594,409;9,48;0;16,344;29,6;0,03;1;2,516;105,394;173,975;76,8;
0,812;36,004;36,574;36,357;25,089;35,257;35,733;33,722;66,828;389,336;97,118;250,81;2,2;26,541;245,672;58,92;210,618;0;9;-37,209;9,48;594,359;9,48;0;16,344;29,616;0,03;1;2,516;105,4;174,01;76,8;
0,813;36,004;36,574;36,357;25,089;35,257;35,732;33,721;66,819;389,342;97,132;250,844;2,2;26,541;245,661;58,916;210,602;0;9;-37,154;9,48;594,308;9,48;0;16,344;29,633;0,03;1;2,516;105,406;174,044;76,8;
0,814;36,003;36,573;36,356;25,088;35,256;35,732;33,721;66,81;389,348;97,146;250,879;2,2;26,541;245,649;58,911;210,586;0;9;-37,099;9,48;594,258;9,48;0;16,344;29,649;0,03;1;2,516;105,412;174,079;76,8;
0,815;36,003;36,573;36,356;25,087;35,256;35,731;33,72;66,801;389,354;97,16;250,913;2,2;26,541;245,638;58,907;210,57;0;9;-37,044;9,48;594,208;9,48;0;16,344;29,665;0,03;1;2,516;105,417;174,113;76,8;
0,816;36,002;36,572;36,355;25,086;35,255;35,73;33,72;66,793;389,359;97,175;250,948;2,2;26,541;245,626;58,902;210,554;0;9;-36,989;9,48;594,158;9,48;0;16,344;29,682;0,03;1;2,516;105,423;174,148;76,8;
0,817;36,002;36,572;36,355;25,086;35,255;35,73;33,72;66,784;389,365;97,189;250,982;2,2;26,541;245,615;58,898;210,538;0;9;-36,935;9,48;594,108;9,48;0;16,344;29,698;0,03;1;2,516;105,429;174,182;76,8;
0,818;36,001;36,572;36,354;25,085;35,254;35,729;33,719;66,775;389,371;97,203;251,017;2,2;26,541;245,604;58,894;210,522;0;9;-36,88;9,48;594,058;9,48;0;16,344;29,714;0,03;1;2,516;105,435;174,217;76,8;
0,819;36,001;36,571;36,354;25,084;35,254;35,729;33,719;66,766;389,376;97,217;251,051;2,2;26,541;245,593;58,889;210,506;0;9;-36,825;9,48;594,008;9,48;0;16,344;29,731;0,03;1;2,516;105,44;174,251;76,8;
0,82;36,001;36,571;36,354;25,083;35,253;35,728;33,719;66,757;389,382;97,232;251,085;2,2;26,541;245,581;58,885;210,49;0;9;-36,771;9,48;593,959;9,48;0;16,344;29,747;0,03;1;2,516;105,446;174,285;76,8;
0,821;36;36,57;36,353;25,083;35,253;35,727;33,718;66,749;389,388;97,246;251,12;2,2;26,541;245,57;58,88;210,475;0;9;-36,716;9,48;593,909;9,48;0;16,344;29,763;0,03;1;2,516;105,452;174,32;76,8;
0,822;36;36,57;36,353;25,082;35,252;35,727;33,718;66,74;389,394;97,26;251,154;2,2;26,541;245,559;58,876;210,459;0;9;-36,662;9,48;593,859;9,48;0;16,344;29,78;0,03;1;2,516;105,457;174,354;76,8;
0,823;35,999;36,569;36,352;25,081;35,252;35,726;33,717;66,731;389,399;97,274;251,188;2,2;26,541;245,548;58,871;210,443;0;9;-36,608;9,48;593,81;9,48;0;16,344;29,796;0,03;1;2,516;105,463;174,388;76,8;
0,824;35,999;36,569;36,352;25,08;35,251;35,726;33,717;66,722;389,405;97,288;251,222;2,2;26,541;245,536;58,867;210,428;0;9;-36,553;9,48;593,761;9,48;0;16,344;29,812;0,03;1;2,516;105,469;174,422;76,8;
0,825;35,998;36,568;36,351;25,08;35,251;35,725;33,717;66,714;389,411;97,303;251,256;2,2;26,541;245,525;58,863;210,412;0;9;-36,499;9,48;593,712;9,48;0;16,344;29,829;0,03;1;2,516;105,474;174,456;76,8;
0,826;35,998;36,568;36,351;25,079;35,25;35,725;33,716;66,705;389,416;97,317;251,291;2,2;26,541;245,514;58,858;210,396;0;9;-36,445;9,48;593,663;9,48;0;16,344;29,845;0,03;1;2,516;105,48;174,491;76,8;
0,827;35,997;36,567;36,35;25,078;35,25;35,724;33,716;66,696;389,422;97,331;251,325;2,2;26,541;245,503;58,854;210,381;0;9;-36,391;9,48;593,614;9,48;0;16,344;29,862;0,03;1;2,516;105,486;174,525;76,8;
0,828;35,997;36,567;36,35;25,077;35,249;35,723;33,716;66,687;389,428;97,345;251,359;2,2;26,541;245,492;58,85;210,365;0;9;-36,337;9,48;593,565;9,48;0;16,344;29,878;0,03;1;2,516;105,491;174,559;76,8;
0,829;35,996;36,566;36,35;25,077;35,249;35,723;33,715;66,679;389,433;97,359;251,393;2,2;26,541;245,481;58,845;210,35;0;9;-36,283;9,48;593,516;9,48;0;16,344;29,894;0,03;1;2,516;105,497;174,593;76,8;
0,83;35,996;36,566;36,349;25,076;35,248;35,722;33,715;66,67;389,439;97,373;251,427;2,2;26,541;245,47;58,841;210,334;0;9;-36,229;9,48;593,467;9,48;0;16,344;29,911;0,03;1;2,516;105,503;174,627;76,8;
0,831;35,996;36,565;36,349;25,075;35,248;35,722;33,715;66,661;389,445;97,387;251,461;2,2;26,541;245,459;58,837;210,319;0;9;-36,176;9,48;593,419;9,48;0;16,344;29,927;0,03;1;2,516;105,508;174,661;76,8;
0,832;35,995;36,565;36,348;25,074;35,247;35,721;33,714;66,653;389,45;97,401;251,494;2,2;26,541;245,448;58,832;210,303;0;9;-36,122;9,48;593,37;9,48;0;16,344;29,943;0,03;1;2,516;105,514;174,694;76,8;
0,833;35,995;36,565;36,348;25,074;35,247;35,72;33,714;66,644;389,456;97,416;251,528;2,2;26,541;245,437;58,828;210,288;0;9;-36,068;9,48;593,322;9,48;0;16,344;29,96;0,03;1;2,516;105,52;174,728;76,8;
0,834;35,994;36,564;36,347;25,073;35,246;35,72;33,713;66,635;389,461;97,43;251,562;2,2;26,541;245,426;58,824;210,272;0;9;-36,015;9,48;593,274;9,48;0;16,344;29,976;0,03;1;2,516;105,525;174,762;76,8;
0,835;35,994;36,564;36,347;25,072;35,246;35,719;33,713;66,627;389,467;97,444;251,596;2,2;26,541;245,415;58,819;210,257;0;9;-35,961;9,48;593,226;9,48;0;16,344;29,992;0,03;1;2,516;105,531;174,796;76,8;
0,836;35,993;36,563;36,347;25,071;35,245;35,719;33,713;66,618;389,473;97,458;251,63;2,2;26,541;245,404;58,815;210,242;0;9;-35,908;9,48;593,178;9,48;0;16,344;30,009;0,03;1;2,516;105,537;174,83;76,8;
0,837;35,993;36,563;36,346;25,071;35,245;35,718;33,712;66,609;389,478;97,472;251,663;2,2;26,541;245,393;58,811;210,226;0;9;-35,855;9,48;593,13;9,48;0;16,344;30,025;0,03;1;2,516;105,542;174,863;76,8;
0,838;35,992;36,562;36,346;25,07;35,244;35,718;33,712;66,601;389,484;97,486;251,697;2,2;26,541;245,382;58,806;210,211;0;9;-35,801;9,48;593,082;9,48;0;16,344;30,041;0,03;1;2,516;105,548;174,897;76,8;
0,839;35,992;36,562;36,345;25,069;35,244;35,717;33,712;66,592;389,49;97,5;251,731;2,2;26,541;245,371;58,802;210,196;0;9;-35,748;9,48;593,034;9,48;0;16,344;30,058;0,03;1;2,516;105,553;174,931;76,8;
0,84;35,991;36,561;36,345;25,068;35,243;35,716;33,711;66,584;389,495;97,514;251,764;2,2;26,541;245,36;58,798;210,181;0;9;-35,695;9,48;592,986;9,48;0;16,344;30,074;0,03;1;2,516;105,559;174,964;76,8;
0,841;35,991;36,561;36,344;25,068;35,243;35,716;33,711;66,575;389,501;97,528;251,798;2,2;26,541;245,349;58,794;210,165;0;9;-35,642;9,48;592,939;9,48;0;16,344;30,09;0,03;1;2,516;105,565;174,998;76,8;
0,842;35,991;36,56;36,344;25,067;35,242;35,715;33,711;66,566;389,506;97,542;251,832;2,2;26,541;245,338;58,789;210,15;0;9;-35,589;9,48;592,891;9,48;0;16,344;30,107;0,03;1;2,516;105,57;175,032;76,8;
0,843;35,99;36,56;36,344;25,066;35,242;35,715;33,71;66,558;389,512;97,556;251,865;2,2;26,541;245,328;58,785;210,135;0;9;-35,536;9,48;592,844;9,48;0;16,344;30,123;0,03;1;2,516;105,576;175,065;76,8;
0,844;35,99;36,56;36,343;25,066;35,241;35,714;33,71;66,549;389,517;97,57;251,899;2,2;26,541;245,317;58,781;210,12;0;9;-35,484;9,48;592,797;9,48;0;16,344;30,139;0,03;1;2,516;105,581;175,099;76,8;
0,845;35,989;36,559;36,343;25,065;35,241;35,714;33,709;66,541;389,523;97,584;251,932;2,2;26,541;245,306;58,777;210,105;0;9;-35,431;9,48;592,75;9,48;0;16,344;30,156;0,03;1;2,516;105,587;175,132;76,8;
0,846;35,989;36,559;36,342;25,064;35,24;35,713;33,709;66,532;389,529;97,597;251,965;2,2;26,541;245,295;58,773;210,09;0;9;-35,378;9,48;592,703;9,48;0;16,344;30,172;0,03;1;2,516;105,592;175,165;76,8;
0,847;35,988;36,558;36,342;25,063;35,24;35,713;33,709;66,524;389,534;97,611;251,999;2,2;26,541;245,284;58,768;210,075;0;9;-35,326;9,48;592,656;9,48;0;16,344;30,188;0,03;1;2,516;105,598;175,199;76,8;
0,848;35,988;36,558;36,341;25,063;35,239;35,712;33,708;66,515;389,54;97,625;252,032;2,2;26,541;245,274;58,764;210,06;0;9;-35,273;9,48;592,609;9,48;0;16,344;30,205;0,03;1;2,516;105,604;175,232;76,8;
0,849;35,987;36,557;36,341;25,062;35,239;35,711;33,708;66,507;389,545;97,639;252,065;2,2;26,541;245,263;58,76;210,045;0;9;-35,221;9,48;592,562;9,48;0;16,344;30,221;0,03;1;2,516;105,609;175,265;76,8;
0,85;35,987;36,557;36,341;25,061;35,238;35,711;33,708;66,498;389,551;97,653;252,099;2,2;26,541;245,252;58,756;210,03;0;9;-35,168;9,48;592,515;9,48;0;16,344;30,237;0,03;1;2,516;105,615;175,299;76,8;
0,851;35,986;36,556;36,34;25,061;35,238;35,71;33,707;66,49;389,556;97,667;252,132;2,2;26,541;245,242;58,752;210,015;0;9;-35,116;9,48;592,469;9,48;0;16,344;30,254;0,03;1;2,516;105,62;175,332;76,8;
0,852;35,986;36,556;36,34;25,06;35,237;35,71;33,707;66,481;389,562;97,681;252,165;2,2;26,541;245,231;58,748;210;0;9;-35,064;9,48;592,422;9,48;0;16,344;30,27;0,03;1;2,516;105,626;175,365;76,8;
0,853;35,986;36,555;36,339;25,059;35,237;35,709;33,707;66,473;389,567;97,695;252,198;2,2;26,541;245,22;58,743;209,986;0;9;-35,012;9,48;592,376;9,48;0;16,344;30,286;0,03;1;2,516;105,631;175,398;76,8;
0,854;35,985;36,555;36,339;25,058;35,236;35,709;33,706;66,464;389,573;97,709;252,231;2,2;26,541;245,21;58,739;209,971;0;9;-34,96;9,48;592,329;9,48;0;16,344;30,303;0,03;1;2,516;105,637;175,431;76,8;
0,855;35,985;36,555;36,338;25,058;35,236;35,708;33,706;66,456;389,578;97,722;252,265;2,2;26,541;245,199;58,735;209,956;0;9;-34,908;9,48;592,283;9,48;0;16,344;30,319;0,03;1;2,516;105,642;175,465;76,8;
0,856;35,984;36,554;36,338;25,057;35,235;35,708;33,706;66,447;389,584;97,736;252,298;2,2;26,541;245,189;58,731;209,941;0;9;-34,856;9,48;592,237;9,48;0;16,344;30,336;0,03;1;2,516;105,648;175,498;76,8;
0,857;35,984;36,554;36,338;25,056;35,235;35,707;33,705;66,439;389,589;97,75;252,331;2,2;26,541;245,178;58,727;209,927;0;9;-34,804;9,48;592,191;9,48;0;16,344;30,352;0,03;1;2,516;105,653;175,531;76,8;
0,858;35,983;36,553;36,337;25,056;35,234;35,706;33,705;66,43;389,595;97,764;252,364;2,2;26,541;245,168;58,723;209,912;0;9;-34,752;9,48;592,145;9,48;0;16,344;30,368;0,03;1;2,516;105,659;175,564;76,8;
0,859;35,983;36,553;36,337;25,055;35,234;35,706;33,705;66,422;389,6;97,778;252,397;2,2;26,541;245,157;58,719;209,897;0;9;-34,7;9,48;592,099;9,48;0;16,344;30,385;0,03;1;2,516;105,664;175,597;76,8;
0,86;35,982;36,552;36,336;25,054;35,233;35,705;33,704;66,413;389,606;97,791;252,43;2,2;26,541;245,147;58,715;209,883;0;9;-34,649;9,48;592,054;9,48;0;16,344;30,401;0,03;1;2,516;105,67;175,63;76,8;
0,861;35,982;36,552;36,336;25,053;35,233;35,705;33,704;66,405;389,611;97,805;252,462;2,2;26,541;245,136;58,711;209,868;0;9;-34,597;9,48;592,008;9,48;0;16,344;30,417;0,03;1;2,516;105,675;175,662;76,8;
0,862;35,982;36,551;36,336;25,053;35,232;35,704;33,703;66,397;389,617;97,819;252,495;2,2;26,541;245,126;58,706;209,853;0;9;-34,546;9,48;591,962;9,48;0;16,344;30,434;0,03;1;2,516;105,681;175,695;76,8;
0,863;35,981;36,551;36,335;25,052;35,232;35,704;33,703;66,388;389,622;97,833;252,528;2,2;26,541;245,115;58,702;209,839;0;9;-34,494;9,48;591,917;9,48;0;16,344;30,45;0,03;1;2,516;105,686;175,728;76,8;
0,864;35,981;36,551;36,335;25,051;35,231;35,703;33,703;66,38;389,628;97,846;252,561;2,2;26,541;245,105;58,698;209,824;0;9;-34,443;9,48;591,872;9,48;0;16,344;30,466;0,03;1;2,516;105,692;175,761;76,8;
0,865;35,98;36,55;36,334;25,051;35,231;35,703;33,702;66,371;389,633;97,86;252,594;2,2;26,541;245,095;58,694;209,81;0;9;-34,392;9,48;591,826;9,48;0;16,344;30,483;0,03;1;2,516;105,697;175,794;76,8;
0,866;35,98;36,55;36,334;25,05;35,23;35,702;33,702;66,363;389,639;97,874;252,626;2,2;26,541;245,084;58,69;209,795;0;9;-34,34;9,48;591,781;9,48;0;16,344;30,499;0,03;1;2,516;105,702;175,826;76,8;
0,867;35,979;36,549;36,333;25,049;35,23;35,701;33,702;66,355;389,644;97,887;252,659;2,2;26,541;245,074;58,686;209,781;0;9;-34,289;9,48;591,736;9,48;0;16,344;30,515;0,03;1;2,516;105,708;175,859;76,8;
0,868;35,979;36,549;36,333;25,049;35,229;35,701;33,701;66,346;389,65;97,901;252,692;2,2;26,541;245,063;58,682;209,767;0;9;-34,238;9,48;591,691;9,48;0;16,344;30,532;0,03;1;2,516;105,713;175,892;76,8;
0,869;35,979;36,548;36,333;25,048;35,229;35,7;33,701;66,338;389,655;97,915;252,724;2,2;26,541;245,053;58,678;209,752;0;9;-34,187;9,48;591,646;9,48;0;16,344;30,548;0,03;1;2,516;105,719;175,924;76,8;
0,87;35,978;36,548;36,332;25,047;35,228;35,7;33,701;66,33;389,66;97,928;252,757;2,2;26,541;245,043;58,674;209,738;0;9;-34,136;9,48;591,601;9,48;0;16,344;30,564;0,03;1;2,516;105,724;175,957;76,8;
0,871;35,978;36,547;36,332;25,047;35,228;35,699;33,7;66,321;389,666;97,942;252,789;2,2;26,541;245,033;58,67;209,724;0;9;-34,085;9,48;591,557;9,48;0;16,344;30,581;0,03;1;2,516;105,73;175,989;76,8;
0,872;35,977;36,547;36,331;25,046;35,227;35,699;33,7;66,313;389,671;97,956;252,822;2,2;26,541;245,022;58,666;209,709;0;9;-34,035;9,48;591,512;9,48;0;16,344;30,597;0,03;1;2,516;105,735;176,022;76,8;
0,873;35,977;36,547;36,331;25,045;35,227;35,698;33,7;66,305;389,677;97,969;252,854;2,2;26,541;245,012;58,662;209,695;0;9;-33,984;9,48;591,467;9,48;0;16,344;30,613;0,03;1;2,516;105,74;176,054;76,8;
0,874;35,976;36,546;36,331;25,045;35,226;35,698;33,699;66,296;389,682;97,983;252,887;2,2;26,541;245,002;58,658;209,681;0;9;-33,933;9,48;591,423;9,48;0;16,344;30,63;0,03;1;2,516;105,746;176,087;76,8;
